gname	eventid	iyear	imonth	iday	country_txt	region_txt	latitude	longitude	crit1	crit2	crit3	doubtterr	alternative_txt	success	suicide	attacktype1_txt	targtype1_txt	natlty1_txt	nperps	nperpcap	weaptype1_txt	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propvalue	ishostkid	nhostkid	ransom	galias
Basque Fatherland and Freedom (ETA)	199401200005	1994	1	20	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199002060005	1990	2	6	Spain	Western Europe	43.31137	-3.055952	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198911240008	1989	11	24	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	198007210005	1980	7	21	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199111160010	1991	11	16	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199401250002	1994	1	25	Spain	Western Europe	43.07563	-2.223667	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197910040003	1979	10	4	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Journalists & Media	Spain	3	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198301080001	1983	1	8	Spain	Western Europe	43.420422	-2.722158	1	1	0	-9	NA	0	0	Assassination	Military	Spain	2	NA	Firearms	2	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200507290011	2005	7	29	Spain	Western Europe	39.856778	-4.024476	1	1	1	0	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	NA	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198505250001	1985	5	25	Spain	Western Europe	41.656285	-0.876533	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198812220006	1988	12	22	Spain	Western Europe	43.280364	-2.171588	1	1	1	-9	NA	1	0	Assassination	Business	Spain	1	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198208080006	1982	8	8	Spain	Western Europe	43.32412	-1.929857	1	1	1	-9	NA	0	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	11	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199412150008	1994	12	15	Spain	Western Europe	43.267454	-2.020169	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198808260002	1988	8	26	Spain	Western Europe	43.256963	-2.923441	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198508040004	1985	8	4	Spain	Western Europe	43.102723	-2.997211	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200808170008	2008	8	17	Spain	Western Europe	36.719648	-4.420016	1	1	1	0	NA	0	0	Bombing/Explosion	Transportation	Spain	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197510120001	1975	10	12	Spain	Western Europe	42.977822	-2.642724	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197601170001	1976	1	17	Spain	Western Europe	43.054198	-2.178116	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198905110003	1989	5	11	Spain	Western Europe	43.46096	-3.807934	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198408250015	1984	8	25	Spain	Western Europe	43.297258	-2.256848	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Private Citizens & Property	France	3	NA	Incendiary	0	NA	NA	0	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198301110004	1983	1	11	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	3	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	200110120003	2001	10	12	Spain	Western Europe	40.416691	-3.700345	1	1	1	0	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	14	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198001210001	1980	1	21	Spain	Western Europe	43.066466	-2.489145	1	1	1	-9	NA	0	0	Assassination	Business	Spain	2	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197811120003	1978	11	12	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198505010001	1985	5	1	Spain	Western Europe	38.537043	-0.129077	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198112210004	1981	12	21	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	45000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198006200011	1980	6	20	Spain	Western Europe	43.186642	-2.502607	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197811120007	1978	11	12	Spain	Western Europe	43.090476	-2.31322	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	1	NA	NA	1	NA	NA	1	1000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200208040001	2002	8	4	Spain	Western Europe	38.483476	-0.750494	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	0	Explosives/Bombs/Dynamite	2	0	0	30	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197807040003	1978	7	4	Spain	Western Europe	43.362532	-1.791497	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	1500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200101260002	2001	1	26	Spain	Western Europe	43.170017	-2.575197	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198011210025	1980	11	21	Spain	Western Europe	43.136978	-2.073914	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	2	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198607250008	1986	7	25	France	Western Europe	43.492949	-1.474841	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	France	NA	NA	Firearms	0	NA	NA	1	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198505010011	1985	5	1	Spain	Western Europe	38.537043	-0.129077	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198306270005	1983	6	27	Spain	Western Europe	42.817988	-1.644184	1	1	0	-9	NA	1	0	Assassination	Military	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200008070002	2000	8	7	Spain	Western Europe	43.297258	-2.256848	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	0	Explosives/Bombs/Dynamite	1	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198010220005	1980	10	22	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198005210005	1980	5	21	Spain	Western Europe	43.317073	-2.678975	1	1	1	-9	NA	0	0	Assassination	Police	Spain	1	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197911080004	1979	11	8	Spain	Western Europe	43.256963	-2.923441	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	3	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198904120004	1989	4	12	Spain	Western Europe	43.325239	-3.011475	1	1	0	-9	NA	1	0	Assassination	Police	Spain	3	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197706140011	1977	6	14	Spain	Western Europe	43.090476	-2.31322	1	1	1	-9	NA	0	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	0	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197706250001	1977	6	25	Spain	Western Europe	43.054198	-2.178116	1	1	1	-9	NA	0	0	Assassination	Police	Spain	2	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197911110005	1979	11	11	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Government (General)	Spain	NA	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	199207030006	1992	7	3	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Journalists & Media	France	NA	NA	Incendiary	0	NA	NA	1	NA	NA	1	25000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199405290003	1994	5	29	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200412060007	2004	12	6	Spain	Western Europe	38.986096	-3.927263	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	1	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197802050003	1978	2	5	Spain	Western Europe	43.320812	-1.984447	1	1	0	-9	NA	1	0	NA	Business	Spain	NA	NA	NA	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198708100006	1987	8	10	Spain	Western Europe	43.18418	-2.473289	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	13	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197509150002	1975	9	15	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198909230010	1989	9	23	Spain	Western Europe	43.317073	-2.678975	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197907020001	1979	7	2	Spain	Western Europe	40.360286	0.402852	1	1	1	-9	NA	1	0	Bombing/Explosion	Tourists	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198209210006	1982	9	21	Spain	Western Europe	43.052649	-3.001022	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	1500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198007250004	1980	7	25	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206060003	1982	6	6	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	1	0	0	ETA
Basque Fatherland and Freedom (ETA)	198209230008	1982	9	23	Spain	Western Europe	43.307458	-2.946418	1	1	0	-9	NA	1	0	Assassination	Military	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197510050002	1975	10	5	Spain	Western Europe	43.032888	-2.411348	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	4000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197806210006	1978	6	21	Spain	Western Europe	43.325239	-3.011475	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Private Citizens & Property	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	1000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206140001	1982	6	14	Spain	Western Europe	43.507604	-5.604447	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	1e+05	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198905270009	1989	5	27	Spain	Western Europe	43.003305	-2.612578	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197808280004	1978	8	28	Spain	Western Europe	43.320812	-1.984447	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198006140004	1980	6	14	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198908090007	1989	8	9	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197408280001	1974	8	28	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	2	NA	Firearms	0	NA	NA	0	NA	NA	1	2500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198801290002	1988	1	29	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198502080002	1985	2	8	Spain	Western Europe	43.1839	-2.265466	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	France	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	30000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200101090005	2001	1	9	Spain	Western Europe	43.280364	-2.171588	1	1	1	0	NA	0	0	Bombing/Explosion	Government (General)	Spain	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198904080009	1989	4	8	Spain	Western Europe	42.695391	-1.676069	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199011230006	1990	11	23	Spain	Western Europe	41.118663	1.24533	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198204170008	1982	4	17	Spain	Western Europe	43.256963	-2.923441	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197708240001	1977	8	24	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197712290007	1977	12	29	Spain	Western Europe	43.320842	-3.072585	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Spain	3	NA	Firearms	0	NA	NA	0	NA	NA	1	2500	1	2	0	ETA
Basque Fatherland and Freedom (ETA)	199004060004	1990	4	6	Spain	Western Europe	43.001304	-1.891916	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199201160003	1992	1	16	Spain	Western Europe	36.686562	-6.137173	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197807120003	1978	7	12	Spain	Western Europe	37.361755	-4.850014	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197906220002	1979	6	22	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198904120001	1989	4	12	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198904120002	1989	4	12	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199012140013	1990	12	14	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	0	2	NA	0	1	12000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198207160007	1982	7	16	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	15000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200103090012	2001	3	9	Spain	Western Europe	43.267549	-1.975814	1	1	1	0	NA	1	0	Bombing/Explosion	Police	Spain	-99	2	Explosives/Bombs/Dynamite	1	0	0	1	0	0	-9	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	199001110007	1990	1	11	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198210160002	1982	10	16	Spain	Western Europe	42.695391	-1.676069	1	1	0	-9	NA	1	0	Facility/Infrastructure Attack	Police	Spain	NA	NA	Firearms	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198210160003	1982	10	16	Spain	Western Europe	42.695391	-1.676069	1	1	0	-9	NA	1	0	Facility/Infrastructure Attack	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198610240001	1986	10	24	Spain	Western Europe	43.090476	-2.31322	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198103270004	1981	3	27	Spain	Western Europe	41.387917	2.169919	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	2	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	198210170002	1982	10	17	Spain	Western Europe	39.470239	-0.376805	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197902030008	1979	2	3	Spain	Western Europe	43.22048	-2.021122	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	1	NA	NA	1	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197612200001	1976	12	20	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	2	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	197810130001	1978	10	13	Spain	Western Europe	43.365509	-2.503344	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198312090003	1983	12	9	Spain	Western Europe	43.280364	-2.171588	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197701050002	1977	1	5	Spain	Western Europe	43.143332	-2.962985	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	2	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	197911170003	1979	11	17	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199603260002	1996	3	26	France	Western Europe	43.399777	-1.107896	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197910100008	1979	10	10	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	15000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198007270006	1980	7	27	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	0	NA	NA	1	NA	NA	1	4000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197804130003	1978	4	13	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Other	Spain	2	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	37500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197901200004	1979	1	20	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198707100004	1987	7	10	Spain	Western Europe	42.712922	-2.916915	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198904080003	1989	4	8	Spain	Western Europe	42.695391	-1.676069	1	1	1	-9	NA	0	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197811050003	1978	11	5	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	3	NA	NA	1	500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199008200011	1990	8	20	Spain	Western Europe	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199508130008	1995	8	13	Spain	Western Europe	43.003305	-2.612578	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
