gname	eventid	iyear	imonth	iday	country_txt	region_txt	latitude	longitude	crit1	crit2	crit3	doubtterr	alternative_txt	success	suicide	attacktype1_txt	targtype1_txt	natlty1_txt	nperps	nperpcap	weaptype1_txt	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propvalue	ishostkid	nhostkid	ransom	galias
Basque Fatherland and Freedom (ETA)	198607140016	1986	7	14	Spain	Western Europe	40.416691	-3.700345	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	9	NA	NA	40	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198708120009	1987	8	12	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Police	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	198002080003	1980	2	8	Spain	Western Europe	43.032888	-2.411348	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	NA	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199007060012	1990	7	6	Spain	Western Europe	43.003305	-2.612578	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198909110011	1989	9	11	Spain	Western Europe	42.118119	2.764748	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198005100003	1980	5	10	Spain	Western Europe	NA	NA	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	13	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200101230004	2001	1	23	Spain	Western Europe	43.344167	-3.006389	1	1	1	0	NA	0	0	Bombing/Explosion	Private Citizens & Property	Spain	-99	0	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198207160010	1982	7	16	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803010008	1978	3	1	Spain	Western Europe	43.317073	-2.678975	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	300	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198905130008	1989	5	13	Spain	Western Europe	43.311307	-1.900896	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197509160001	1975	9	16	France	Western Europe	48.856614	2.352222	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	9000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197802280007	1978	2	28	Spain	Western Europe	43.325239	-3.011475	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	2	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198610240005	1986	10	24	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	France	4	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198110120002	1981	10	12	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197906240006	1979	6	24	Spain	Western Europe	43.32412	-1.929857	1	1	1	-9	NA	1	0	Bombing/Explosion	Maritime	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	1e+07	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903230046	1979	3	23	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198001230004	1980	1	23	Spain	Western Europe	43.297222	-2.991667	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	2	NA	Firearms	NA	NA	NA	NA	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	198105070003	1981	5	7	Spain	Western Europe	40.416691	-3.700345	1	1	0	-9	NA	1	0	Assassination	Military	Spain	2	NA	Explosives/Bombs/Dynamite	3	NA	NA	14	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200906190013	2009	6	19	Spain	Western Europe	43.20752	-2.887839	1	0	1	0	NA	1	0	Assassination	Police	Spain	-99	0	Explosives/Bombs/Dynamite	1	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	199202060007	1992	2	6	Spain	Western Europe	40.416691	-3.700345	1	1	0	-9	NA	1	0	Bombing/Explosion	Military	Spain	NA	NA	Explosives/Bombs/Dynamite	5	NA	NA	6	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198909120006	1989	9	12	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Assassination	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198207160011	1982	7	16	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197810090003	1978	10	9	Spain	Western Europe	43.215187	-2.415702	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908160004	1979	8	16	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198602060010	1986	2	6	Spain	Western Europe	40.416691	-3.700345	1	1	1	0	NA	1	0	Assassination	Military	Spain	2	0	Explosives/Bombs/Dynamite	2	0	0	1	0	0	-9	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198101020001	1981	1	2	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Private Citizens & Property	Spain	NA	NA	NA	0	NA	NA	1	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	197801060004	1978	1	6	Spain	Western Europe	43.18418	-2.473289	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	1	1	1000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198001150014	1980	1	15	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198307110013	1983	7	11	Spain	Western Europe	42.440902	-3.494809	1	1	1	-9	NA	1	0	NA	Private Citizens & Property	France	NA	NA	NA	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803030001	1978	3	3	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Armed Assault	Police	Spain	4	NA	Firearms	0	NA	NA	2	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197906090005	1979	6	9	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Armed Assault	Police	Spain	4	NA	Firearms	0	NA	NA	3	NA	NA	1	2000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198303200001	1983	3	20	Spain	Western Europe	43.179989	-2.902508	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199105240009	1991	5	24	Spain	Western Europe	37.977471	-0.683227	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198905090006	1989	5	9	Spain	Western Europe	40.481663	-3.364136	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	2	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198006200014	1980	6	20	Spain	Western Europe	43.309635	-3.00694	1	1	1	-9	NA	0	0	Assassination	Business	Spain	3	NA	Firearms	0	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198610180006	1986	10	18	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	1	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198811110010	1988	11	11	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197810090004	1978	10	9	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Police	Spain	NA	NA	NA	2	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803010009	1978	3	1	Spain	Western Europe	43.18418	-2.473289	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198010290001	1980	10	29	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197802250007	1978	2	25	Spain	Western Europe	43.054198	-2.178116	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	3	NA	NA	1	250	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198002160008	1980	2	16	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197908230004	1979	8	23	Spain	Western Europe	41.656285	-0.876533	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	75000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199008140012	1990	8	14	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197903250008	1979	3	25	Spain	Western Europe	43.325239	-3.011475	1	1	1	-9	NA	0	0	Assassination	Government (General)	Spain	NA	NA	Firearms	0	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198101040002	1981	1	4	Spain	Western Europe	43.311307	-1.900896	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198805110008	1988	5	11	Spain	Western Europe	40.030502	-6.088251	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	3	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198010230003	1980	10	23	Spain	Western Europe	43.220496	-2.733236	1	1	1	-9	NA	1	0	Assassination	Private Citizens & Property	NA	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197805240001	1978	5	24	Spain	Western Europe	43.338233	-1.789272	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199401200006	1994	1	20	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197508130002	1975	8	13	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Educational Institution	Spain	0	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198210230003	1982	10	23	Spain	Western Europe	43.118217	-2.413358	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197609290001	1976	9	29	France	Western Europe	48.856614	2.352222	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198505160002	1985	5	16	Spain	Western Europe	43.222177	-2.885668	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	11	NA	NA	1	50000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197405310004	1974	5	31	Spain	Western Europe	43.047076	-2.204605	1	1	1	-9	NA	1	0	Armed Assault	Business	Spain	5	NA	Firearms	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198407020010	1984	7	2	Spain	Western Europe	43.320664	-3.020252	1	1	1	-9	NA	1	0	Assassination	Military	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	1	10	0	ETA
Basque Fatherland and Freedom (ETA)	200010080001	2000	10	8	Spain	Western Europe	43.275197	-2.918307	1	1	1	0	NA	1	0	Facility/Infrastructure Attack	Journalists & Media	Spain	NA	NA	Incendiary	0	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198211180005	1982	11	18	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Private Citizens & Property	Spain	NA	NA	Firearms	1	NA	NA	2	NA	NA	1	6000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200008080002	2000	8	8	Spain	Western Europe	40.416691	-3.700345	1	1	1	0	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	11	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	200412060004	2004	12	6	Spain	Western Europe	43.388999	-4.109126	1	1	1	0	NA	1	0	Bombing/Explosion	NA	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	2	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198110120004	1981	10	12	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Utilities	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	1e+05	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198011160010	1980	11	16	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Armed Assault	Military	Spain	3	NA	Firearms	0	NA	NA	1	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200101220004	2001	1	22	Spain	Western Europe	42.695391	-1.676069	1	1	1	0	NA	0	0	Bombing/Explosion	Military	Spain	NA	NA	Explosives/Bombs/Dynamite	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197711210004	1977	11	21	Spain	Western Europe	43.413244	-2.902253	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	2500000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199107090004	1991	7	9	Italy	Western Europe	41.89052	12.494249	1	1	1	-9	NA	1	0	Armed Assault	Tourists	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	50000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197906240005	1979	6	24	Spain	Western Europe	42.140102	-0.408898	1	1	1	-9	NA	1	0	Bombing/Explosion	Religious Figures/Institutions	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198607120004	1986	7	12	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	1	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197603150001	1976	3	15	Spain	Western Europe	43.303261	-2.204363	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198402150017	1984	2	15	Spain	Western Europe	43.311307	-1.900896	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199106130009	1991	6	13	Spain	Western Europe	43.284889	-3.053896	1	1	0	-9	NA	1	0	Assassination	Police	Spain	1	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200910170003	2009	10	17	Spain	Western Europe	43.169068	-2.632655	1	1	1	0	NA	1	0	Armed Assault	Transportation	Spain	-99	0	Melee	0	0	0	0	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198402150018	1984	2	15	Spain	Western Europe	43.297222	-2.991667	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198303200002	1983	3	20	Spain	Western Europe	43.179989	-2.902508	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198102190006	1981	2	19	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Government (Diplomatic)	Austria	5	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	198102190007	1981	2	19	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Government (Diplomatic)	Uruguay	3	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	1	0	ETA
Basque Fatherland and Freedom (ETA)	200803210001	2008	3	21	Spain	Western Europe	42.303719	-1.965034	1	1	1	0	NA	1	0	Bombing/Explosion	Police	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	1	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	198006250002	1980	6	25	Spain	Western Europe	38.788978	0.166422	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198012070001	1980	12	7	Spain	Western Europe	37.765739	-3.789518	1	1	1	-9	NA	0	0	Bombing/Explosion	Business	Spain	1	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	1	20000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197906290006	1979	6	29	Spain	Western Europe	36.509937	-4.886352	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206130006	1982	6	13	Spain	Western Europe	43.32412	-1.929857	1	1	0	-9	NA	1	0	Assassination	Police	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198009030009	1980	9	3	Spain	Western Europe	43.3282	-3.031509	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198011120005	1980	11	12	Spain	Western Europe	43	-2.166667	1	1	1	-9	NA	1	0	Assassination	Business	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198810160010	1988	10	16	Spain	Western Europe	42.817988	-1.644184	1	1	0	-9	NA	1	0	Bombing/Explosion	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	6	NA	NA	1	140000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198206150003	1982	6	15	Spain	Western Europe	43.32412	-1.929857	1	1	0	-9	NA	1	0	Assassination	Police	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200602250015	2006	2	25	Spain	Western Europe	42.846718	-2.671635	1	1	1	0	NA	1	0	Bombing/Explosion	Business	Spain	NA	0	Explosives/Bombs/Dynamite	0	0	0	2	0	0	1	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197806280001	1978	6	28	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Assassination	Journalists & Media	Spain	2	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	200809210027	2008	9	21	Spain	Western Europe	43.320698	-2.420475	0	1	1	0	NA	1	0	Facility/Infrastructure Attack	Police	Spain	-99	0	Incendiary	0	0	0	0	0	0	0	NA	0	NA	NA	ETA
Basque Fatherland and Freedom (ETA)	197806290001	1978	6	29	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	0	0	Assassination	Police	Spain	NA	NA	Explosives/Bombs/Dynamite	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198002210004	1980	2	21	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197801270008	1978	1	27	Spain	Western Europe	43.256963	-2.923441	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	NA	NA	Firearms	NA	NA	NA	2	NA	NA	1	2500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197802280006	1978	2	28	Spain	Western Europe	43.297222	-2.991667	1	1	1	-9	NA	1	0	Bombing/Explosion	Transportation	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	130000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198811110009	1988	11	11	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Facility/Infrastructure Attack	Business	Spain	NA	NA	Incendiary	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197904020006	1979	4	2	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	10000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199602140005	1996	2	14	Spain	Western Europe	40.416691	-3.700345	1	1	1	-9	NA	1	0	Assassination	Government (General)	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197904060004	1979	4	6	Spain	Western Europe	43.320812	-1.984447	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (Diplomatic)	France	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	2	NA	NA	1	5000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	199108230003	1991	8	23	Italy	Western Europe	43.551876	10.308011	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197803010014	1978	3	1	Spain	Western Europe	43.18418	-2.473289	1	1	1	-9	NA	1	0	Hostage Taking (Kidnapping)	Business	Spain	5	NA	NA	0	NA	NA	0	NA	NA	0	NA	1	1	1	ETA
Basque Fatherland and Freedom (ETA)	199010060009	1990	10	6	Spain	Western Europe	43.40443	-2.950102	1	1	1	-9	NA	1	0	Assassination	Business	Spain	NA	NA	Firearms	1	NA	NA	0	NA	NA	0	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197801060005	1978	1	6	Spain	Western Europe	43.320698	-2.420475	1	1	0	-9	NA	1	0	Armed Assault	Police	Spain	4	NA	Firearms	0	NA	NA	0	NA	NA	1	2500	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198210160001	1982	10	16	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198505020004	1985	5	2	Spain	Western Europe	43.256963	-2.923441	1	1	1	-9	NA	1	0	Bombing/Explosion	Business	United States	NA	NA	Explosives/Bombs/Dynamite	0	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198207160009	1982	7	16	Spain	Western Europe	42.817988	-1.644184	1	1	1	-9	NA	1	0	Bombing/Explosion	Government (General)	Spain	NA	NA	Explosives/Bombs/Dynamite	NA	NA	NA	NA	NA	NA	1	80000	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	198708060002	1987	8	6	Spain	Western Europe	42.846718	-2.671635	1	1	1	-9	NA	1	0	Bombing/Explosion	Private Citizens & Property	Spain	NA	NA	NA	2	NA	NA	0	NA	NA	1	NA	0	NA	0	ETA
Basque Fatherland and Freedom (ETA)	197208290001	1972	8	29	Spain	Western Europe	43.230556	-2.845833	1	1	1	-9	NA	1	0	Assassination	Police	Spain	4	NA	Firearms	1	NA	NA	1	NA	NA	0	NA	0	NA	0	ETA
